744-,-,-,-,-,-
0.013612,-0.512230,0.071861,-0.013126,0.003853,-0.000436
0.011530,-0.511588,0.071247,-0.012116,0.002905,-0.000883
0.008893,-0.510365,0.070265,-0.011422,0.001098,-0.001504
0.007324,-0.508977,0.068927,-0.011141,-0.001315,-0.002303
0.007716,-0.507815,0.067227,-0.011394,-0.003279,-0.002789
0.009297,-0.507226,0.065648,-0.012232,-0.004151,-0.002860
0.011192,-0.507327,0.064954,-0.013533,-0.004164,-0.002754
0.013073,-0.508012,0.065497,-0.015015,-0.003685,-0.002462
0.014417,-0.509077,0.066949,-0.016315,-0.002940,-0.001873
0.014578,-0.510159,0.068528,-0.017123,-0.002228,-0.001108
0.013525,-0.510719,0.069363,-0.017375,-0.001846,-0.000379
0.011844,-0.510347,0.069137,-0.017319,-0.001837,0.000255
0.010158,-0.509375,0.068231,-0.017290,-0.002094,0.000792
0.008822,-0.508740,0.067083,-0.017405,-0.002476,0.001162
0.007799,-0.509144,0.065985,-0.017477,-0.002933,0.001311
0.006981,-0.510491,0.065158,-0.017180,-0.003583,0.001333
0.006446,-0.511951,0.064690,-0.016360,-0.004291,0.001580
0.005933,-0.512694,0.064818,-0.015133,-0.004751,0.002419
0.005300,-0.512444,0.065910,-0.013717,-0.005104,0.003879
0.005135,-0.511379,0.068011,-0.012290,-0.005581,0.005830
0.005343,-0.509848,0.070617,-0.010943,-0.006013,0.008154
0.004875,-0.508196,0.073229,-0.009604,-0.006532,0.010288
0.003990,-0.505660,0.076024,-0.008167,-0.007799,0.011116
0.004410,-0.499994,0.078894,-0.007146,-0.009580,0.010220
0.006366,-0.491368,0.080898,-0.007670,-0.010509,0.008345
0.008295,-0.484032,0.081612,-0.010215,-0.010225,0.005894
-,-,-,-,-,-
0.000440,-0.008864,0.001385,-0.000441,0.000162,-0.000111
0.001874,-0.051326,0.008039,-0.002548,0.000829,-0.000690
0.003337,-0.143053,0.022479,-0.007032,0.001790,-0.002172
0.003293,-0.266398,0.042021,-0.012841,0.002074,-0.004607
0.001742,-0.386545,0.061287,-0.018163,0.001160,-0.007249
-0.000635,-0.477123,0.076335,-0.021833,-0.000670,-0.008931
-0.002797,-0.528864,0.085937,-0.023467,-0.003186,-0.009244
-0.002653,-0.545838,0.090700,-0.023216,-0.005992,-0.008887
0.001356,-0.538218,0.092016,-0.021856,-0.007974,-0.008777
0.008503,-0.517914,0.091441,-0.020615,-0.008014,-0.009490
0.016257,-0.496089,0.089997,-0.020494,-0.005780,-0.011237
0.021814,-0.480430,0.088141,-0.021828,-0.001778,-0.013681
0.023183,-0.473584,0.086365,-0.024395,0.002796,-0.015982
0.020158,-0.474512,0.085002,-0.027659,0.006469,-0.017520
0.014813,-0.480276,0.083683,-0.031008,0.008330,-0.018331
0.010056,-0.487374,0.081824,-0.034096,0.008594,-0.018491
0.007680,-0.494123,0.079225,-0.036909,0.008132,-0.017640
0.007711,-0.501085,0.075702,-0.039496,0.007601,-0.015335
0.009352,-0.509868,0.071279,-0.041721,0.007171,-0.011691
0.012138,-0.522661,0.066788,-0.042874,0.006990,-0.007591
0.015101,-0.539880,0.063297,-0.041694,0.007405,-0.004173
0.016515,-0.558428,0.061065,-0.037098,0.008294,-0.002377
0.015594,-0.573821,0.059407,-0.029030,0.009043,-0.002327
0.012352,-0.582779,0.057477,-0.018722,0.009118,-0.002906
0.006778,-0.584112,0.055059,-0.008040,0.007864,-0.002673
-0.000079,-0.578408,0.052885,0.001398,0.004566,-0.000803
-0.005932,-0.567508,0.052097,0.008721,-0.000729,0.002790
-0.008917,-0.553818,0.053090,0.013733,-0.006870,0.007467
-0.008632,-0.538556,0.055613,0.016307,-0.012176,0.011910
-0.006013,-0.521097,0.059572,0.016337,-0.015486,0.014732
-0.002408,-0.501228,0.064862,0.014108,-0.016679,0.015290
0.001471,-0.480760,0.070918,0.009945,-0.016250,0.013872
0.005124,-0.462499,0.076832,0.004100,-0.014750,0.011196
0.007764,-0.448611,0.081831,-0.002815,-0.012876,0.007477
0.009425,-0.439478,0.085431,-0.010111,-0.011157,0.002416
0.010533,-0.434470,0.087583,-0.017449,-0.009311,-0.003695
0.010580,-0.433576,0.088567,-0.024634,-0.007051,-0.009886
0.009489,-0.436317,0.088585,-0.031359,-0.004975,-0.015258
0.008563,-0.440390,0.088158,-0.037316,-0.003487,-0.019312
0.008412,-0.443609,0.087863,-0.042513,-0.001893,-0.021826
0.007867,-0.444826,0.087672,-0.047333,-0.000108,-0.022925
0.006487,-0.442180,0.087150,-0.052383,0.000579,-0.023033
0.005460,-0.434453,0.085944,-0.058280,-0.000446,-0.021846
0.005273,-0.424493,0.084196,-0.065375,-0.002704,-0.018611
0.005445,-0.417876,0.082353,-0.073606,-0.005754,-0.013718
0.005826,-0.417775,0.081085,-0.082275,-0.009214,-0.008202
0.006399,-0.422981,0.081016,-0.090120,-0.012375,-0.002930
0.006440,-0.429985,0.081977,-0.095933,-0.014436,0.000677
0.004925,-0.435038,0.082369,-0.099448,-0.014737,0.001364
0.000321,-0.436529,0.079930,-0.101700,-0.012873,0.000103
-0.009925,-0.435474,0.074373,-0.104133,-0.010567,-0.000982
-0.024941,-0.431230,0.067830,-0.107906,-0.012340,-0.001830
-0.037033,-0.419897,0.062431,-0.114345,-0.020891,-0.004233
-0.037827,-0.399895,0.058763,-0.125289,-0.033092,-0.008426
-0.026573,-0.376778,0.055902,-0.142299,-0.042946,-0.011608
-0.010086,-0.360180,0.052249,-0.165458,-0.047232,-0.010420
0.004069,-0.357127,0.046942,-0.193087,-0.046846,-0.003688
0.011953,-0.369983,0.041192,-0.221802,-0.043980,0.006398
0.013175,-0.398592,0.037038,-0.246683,-0.040193,0.015378
0.009118,-0.437754,0.034530,-0.263379,-0.036905,0.020489
0.000292,-0.475245,0.031830,-0.270868,-0.036564,0.022589
-0.011106,-0.500436,0.028036,-0.271302,-0.042423,0.023416
-0.016764,-0.510153,0.023661,-0.268103,-0.054654,0.023446
-0.009658,-0.507105,0.018389,-0.264988,-0.067358,0.022965
0.006816,-0.498129,0.011857,-0.265363,-0.074003,0.022774
0.025260,-0.488964,0.005367,-0.271276,-0.073438,0.023723
0.042498,-0.482117,0.000924,-0.282397,-0.066870,0.026385
0.056851,-0.481602,-0.000229,-0.295826,-0.054642,0.030269
0.064567,-0.492544,0.001162,-0.307098,-0.038215,0.033504
0.060861,-0.513884,0.002224,-0.312398,-0.021885,0.034716
0.044407,-0.537441,-0.000634,-0.310838,-0.011843,0.034752
0.021143,-0.555426,-0.009248,-0.304707,-0.012346,0.035095
0.000275,-0.563846,-0.022789,-0.298074,-0.022476,0.036085
-0.012602,-0.562129,-0.039006,-0.295086,-0.037424,0.037676
-0.016603,-0.554943,-0.054597,-0.297776,-0.051569,0.039793
-0.014134,-0.550362,-0.065671,-0.304368,-0.061031,0.041858
-0.008370,-0.554348,-0.070031,-0.309996,-0.065166,0.042864
0.000623,-0.568030,-0.068730,-0.309425,-0.064389,0.041704
0.013079,-0.587936,-0.064696,-0.299345,-0.057569,0.038104
0.024612,-0.608173,-0.061055,-0.279064,-0.044254,0.032721
0.029510,-0.623328,-0.059963,-0.250314,-0.027228,0.026160
0.025340,-0.630595,-0.061628,-0.216453,-0.011061,0.018610
0.013482,-0.629827,-0.065615,-0.181466,0.000209,0.009754
-0.001871,-0.621335,-0.071763,-0.149332,0.004459,-0.000690
-0.016211,-0.605849,-0.079198,-0.123254,0.002371,-0.011794
-0.027201,-0.586418,-0.086502,-0.104658,-0.003608,-0.020807
-0.034763,-0.566852,-0.092656,-0.093091,-0.011466,-0.024248
-0.038926,-0.549680,-0.097320,-0.087368,-0.019626,-0.020158
-0.039168,-0.537903,-0.100449,-0.086205,-0.026046,-0.008404
-0.036161,-0.534939,-0.101699,-0.087555,-0.029680,0.009951
-0.031164,-0.542166,-0.100636,-0.088299,-0.031270,0.031247
-0.024270,-0.558329,-0.097495,-0.085198,-0.031369,0.049038
-0.015835,-0.578149,-0.093511,-0.076093,-0.029659,0.057700
-0.007959,-0.593346,-0.090596,-0.061015,-0.026243,0.055539
-0.002671,-0.598430,-0.090068,-0.042704,-0.021971,0.044501
-0.000237,-0.593946,-0.091745,-0.025157,-0.017325,0.028473
-0.000984,-0.584335,-0.094583,-0.011467,-0.012268,0.012001
-0.005904,-0.574043,-0.097351,-0.002607,-0.008058,-0.000962
-0.013193,-0.565907,-0.098960,0.002488,-0.006874,-0.008184
-0.018668,-0.561544,-0.098815,0.005772,-0.009047,-0.009134
-0.020258,-0.560540,-0.096886,0.009089,-0.013185,-0.004810
-0.017915,-0.559817,-0.093766,0.013481,-0.018006,0.002420
-0.011296,-0.556230,-0.090088,0.018838,-0.022229,0.009778
-0.000223,-0.549329,-0.086058,0.024427,-0.024038,0.014822
0.013839,-0.540675,-0.081913,0.029726,-0.021737,0.015900
0.027675,-0.532067,-0.077987,0.034682,-0.014746,0.012556
0.037798,-0.525282,-0.074806,0.039384,-0.003581,0.005370
0.041265,-0.521886,-0.072863,0.043610,0.010192,-0.003626
0.036157,-0.521468,-0.071676,0.047147,0.023086,-0.010582
0.023991,-0.522361,-0.070633,0.050419,0.030952,-0.012547
0.010670,-0.523627,-0.070172,0.053553,0.032184,-0.009210
0.002500,-0.522983,-0.070323,0.055431,0.028686,-0.001219
0.002141,-0.517552,-0.070384,0.054837,0.024345,0.010036
0.008337,-0.508042,-0.070532,0.051476,0.022664,0.021875
0.018091,-0.497759,-0.071247,0.045764,0.025002,0.032055
0.028951,-0.488980,-0.071576,0.038417,0.030833,0.040456
0.039498,-0.482130,-0.069484,0.030496,0.039453,0.047012
0.048534,-0.478549,-0.064608,0.023747,0.051487,0.050003
0.053476,-0.481247,-0.059308,0.019960,0.067638,0.048981
0.050520,-0.490030,-0.056364,0.019986,0.085907,0.045954
0.037886,-0.500366,-0.057080,0.023482,0.101771,0.042591
0.018843,-0.508104,-0.061053,0.029188,0.110580,0.039448
0.000416,-0.510415,-0.066841,0.035448,0.110571,0.037742
-0.012985,-0.504289,-0.072366,0.040142,0.103806,0.039470
-0.021728,-0.488221,-0.075698,0.040696,0.092947,0.045498
-0.026407,-0.464981,-0.075894,0.035142,0.079474,0.054811
-0.025551,-0.442634,-0.072608,0.023556,0.065288,0.064900
-0.018068,-0.430592,-0.066083,0.008617,0.053845,0.072074
-,-,-,-,-,-
-0.000356,-0.008817,-0.000466,-0.000245,0.000971,0.000217
-0.001609,-0.050729,-0.002933,-0.001349,0.005938,0.001162
-0.003271,-0.140490,-0.008750,-0.003484,0.017657,0.002826
-0.004282,-0.260111,-0.017271,-0.005927,0.035448,0.003843
-0.004901,-0.375030,-0.026806,-0.008295,0.055839,0.002519
-0.006788,-0.458940,-0.035992,-0.011587,0.074448,-0.000885
-0.010988,-0.504201,-0.043239,-0.017009,0.087146,-0.004101
-0.016093,-0.519226,-0.047250,-0.024240,0.092052,-0.005295
-0.019825,-0.517496,-0.047972,-0.031667,0.090588,-0.004029
-0.022017,-0.509195,-0.045878,-0.037703,0.085475,-0.000349
-0.024098,-0.499975,-0.041814,-0.041434,0.078271,0.005019
-0.026522,-0.492459,-0.037486,-0.042753,0.069066,0.010194
-0.028253,-0.487871,-0.034831,-0.042215,0.058318,0.013947
-0.029145,-0.487860,-0.034715,-0.040361,0.047933,0.016760
-0.030362,-0.493684,-0.036652,-0.037124,0.039487,0.018839
-0.031866,-0.503827,-0.039678,-0.032002,0.033473,0.019583
-0.033093,-0.514525,-0.042953,-0.024448,0.030385,0.019444
-0.034698,-0.522162,-0.046173,-0.014634,0.030106,0.019962
-0.037152,-0.524902,-0.049402,-0.004047,0.031189,0.021979
-0.039946,-0.523408,-0.052293,0.005299,0.031918,0.024669
-0.043013,-0.519505,-0.054166,0.012045,0.031204,0.026311
-0.047325,-0.514196,-0.054396,0.015870,0.028417,0.026105
-0.052988,-0.509123,-0.052442,0.017528,0.023666,0.024883
-0.058187,-0.507739,-0.047867,0.018890,0.018458,0.023937
-0.061185,-0.511591,-0.040872,0.022364,0.015216,0.023763
-0.063134,-0.517024,-0.033196,0.029405,0.015758,0.023959
-0.067685,-0.517421,-0.027418,0.039168,0.019334,0.023789
-0.076060,-0.508108,-0.025183,0.048642,0.023054,0.022942
-0.085732,-0.489298,-0.026374,0.054197,0.024996,0.022061
-0.094361,-0.465697,-0.029449,0.053304,0.024888,0.022065
-0.100506,-0.443854,-0.032629,0.045482,0.022941,0.023121
-0.102854,-0.429517,-0.034626,0.032377,0.019930,0.024496
-0.101246,-0.425737,-0.034729,0.017119,0.017122,0.024563
-0.097258,-0.431579,-0.033220,0.003068,0.015559,0.021443
-0.093670,-0.443261,-0.031255,-0.007423,0.015376,0.014539
-0.092848,-0.456637,-0.030119,-0.013624,0.015880,0.005177
-0.095717,-0.468357,-0.030670,-0.016413,0.015881,-0.004232
-0.100795,-0.477082,-0.033029,-0.017553,0.013815,-0.011239
-0.104360,-0.484802,-0.036475,-0.018477,0.009253,-0.013838
-0.104068,-0.495084,-0.039792,-0.019329,0.003460,-0.011304
-0.100724,-0.508650,-0.042107,-0.019320,-0.002727,-0.004866
-0.095303,-0.521833,-0.043250,-0.017964,-0.009670,0.002927
-0.086642,-0.529855,-0.043480,-0.015800,-0.017100,0.009152
-0.073485,-0.530612,-0.043108,-0.014127,-0.023272,0.011568
-0.057001,-0.525799,-0.042008,-0.014039,-0.026401,0.009347
-0.040007,-0.519695,-0.039794,-0.015626,-0.025786,0.002699
-0.025566,-0.516919,-0.036601,-0.017943,-0.021652,-0.007478
-0.016319,-0.519965,-0.033195,-0.019600,-0.015135,-0.019189
-0.013545,-0.528191,-0.030611,-0.019639,-0.008237,-0.029227
-0.016654,-0.538946,-0.029808,-0.018006,-0.003307,-0.034521
-0.022740,-0.549100,-0.031157,-0.015372,-0.002087,-0.033815
-0.027736,-0.556041,-0.034203,-0.012722,-0.004476,-0.027866
-0.029438,-0.558516,-0.037791,-0.010935,-0.008860,-0.018911
-0.027635,-0.557020,-0.040786,-0.010540,-0.013399,-0.010030
-0.022899,-0.553201,-0.042932,-0.011639,-0.016217,-0.003926
-0.017249,-0.549434,-0.044291,-0.013695,-0.016134,-0.001913
-0.012970,-0.548391,-0.044719,-0.015354,-0.013348,-0.004186
-0.010728,-0.551727,-0.044416,-0.014856,-0.008417,-0.010749
-0.010566,-0.559529,-0.043651,-0.011042,-0.002191,-0.021443
-0.012616,-0.570810,-0.042822,-0.003797,0.003996,-0.034838
-0.017282,-0.583491,-0.043182,0.006599,0.009325,-0.048142
-0.025601,-0.593747,-0.045119,0.019691,0.011992,-0.058641
-0.036705,-0.596995,-0.046836,0.034175,0.009290,-0.064711
-0.047604,-0.592274,-0.046595,0.047997,0.002123,-0.067432
-0.056016,-0.584460,-0.045395,0.059626,-0.005877,-0.070629
-0.059806,-0.579873,-0.046558,0.068696,-0.013175,-0.075805
-0.058361,-0.580236,-0.050567,0.075776,-0.020529,-0.080050
-0.055121,-0.582396,-0.053002,0.082478,-0.028661,-0.081380
-0.053405,-0.583997,-0.050383,0.090992,-0.036955,-0.081753
-0.053359,-0.586031,-0.043900,0.102783,-0.044233,-0.083383
-0.054398,-0.588903,-0.036838,0.117881,-0.050805,-0.085611
-0.055242,-0.590083,-0.031356,0.134895,-0.058031,-0.086322
-0.053589,-0.587162,-0.027358,0.151519,-0.065552,-0.084566
-0.048750,-0.580475,-0.023270,0.165630,-0.071396,-0.081482
-0.042288,-0.571493,-0.018321,0.176406,-0.074324,-0.078785
-0.036134,-0.560784,-0.013105,0.184459,-0.074208,-0.076595
-0.031228,-0.549357,-0.007684,0.191177,-0.070922,-0.074364
-0.028062,-0.540452,-0.001381,0.198345,-0.064335,-0.073286
-0.026941,-0.537301,0.005242,0.208116,-0.055321,-0.074820
-0.026291,-0.539223,0.010473,0.222130,-0.045918,-0.076962
-0.023125,-0.540515,0.013896,0.239689,-0.037637,-0.074814
-0.017528,-0.533738,0.016536,0.257294,-0.030125,-0.065361
-0.013472,-0.514500,0.019039,0.270086,-0.022809,-0.049828
-0.013401,-0.483646,0.021438,0.273663,-0.016389,-0.031595
-0.015623,-0.446631,0.023785,0.265727,-0.011932,-0.013086
-0.017124,-0.411429,0.026489,0.246737,-0.010173,0.005575
-0.016315,-0.386204,0.030720,0.219862,-0.011530,0.024230
-0.013150,-0.374897,0.037629,0.190222,-0.015543,0.040144
-0.008464,-0.374240,0.046594,0.162733,-0.020497,0.049709
-0.003036,-0.377971,0.055449,0.140289,-0.024430,0.051359
0.002978,-0.381849,0.062448,0.123521,-0.025647,0.045943
0.008428,-0.384815,0.067113,0.111597,-0.022860,0.035466
0.011246,-0.387253,0.069977,0.102987,-0.016188,0.021964
0.010710,-0.388281,0.072186,0.095675,-0.006852,0.006862
0.007436,-0.386479,0.074368,0.087519,0.003660,-0.008538
0.001703,-0.382170,0.075914,0.076795,0.013580,-0.021955
-0.006769,-0.377917,0.076138,0.062585,0.020715,-0.030792
-0.017032,-0.377646,0.075467,0.045289,0.022990,-0.033835
-0.026576,-0.384356,0.074975,0.026756,0.019752,-0.031559
-0.032810,-0.397728,0.075515,0.009431,0.012186,-0.025370
-0.033871,-0.413648,0.077576,-0.004865,0.002634,-0.017181
-0.029230,-0.426489,0.081278,-0.015733,-0.006329,-0.009199
-0.019772,-0.433263,0.086321,-0.024116,-0.012642,-0.003400
-0.007269,-0.436296,0.092201,-0.031146,-0.014947,-0.001218
0.005646,-0.440950,0.098153,-0.036954,-0.012778,-0.003561
0.015716,-0.450563,0.103005,-0.040744,-0.006903,-0.010481
0.020418,-0.464516,0.105619,-0.041753,0.000862,-0.020669
0.019392,-0.479651,0.105419,-0.040116,0.008524,-0.031534
0.014013,-0.492334,0.102525,-0.037158,0.014888,-0.039996
0.005886,-0.500024,0.097768,-0.035015,0.019507,-0.043577
-0.003124,-0.502393,0.092381,-0.035752,0.022216,-0.041085
-0.010908,-0.502223,0.087532,-0.040298,0.023363,-0.032717
-0.016613,-0.504205,0.084153,-0.047710,0.023504,-0.020358
-0.020407,-0.511553,0.082633,-0.055408,0.022590,-0.007486
-0.022356,-0.523436,0.082447,-0.060547,0.020699,0.002426
-0.023338,-0.535526,0.082539,-0.061608,0.018653,0.007550
-0.024888,-0.543359,0.082159,-0.058971,0.016977,0.007908
-0.027330,-0.545604,0.081132,-0.054285,0.015835,0.005002
-0.030431,-0.544383,0.079745,-0.049258,0.015697,0.001095
-0.034630,-0.542919,0.078411,-0.044701,0.016590,-0.001992
-0.039800,-0.543027,0.077135,-0.040511,0.017661,-0.003304
-0.045116,-0.544536,0.075536,-0.036325,0.018076,-0.002235
-0.050430,-0.546236,0.073219,-0.031931,0.017363,0.001661
-0.055527,-0.546449,0.070046,-0.027437,0.015239,0.008470
-0.059775,-0.543508,0.066418,-0.023388,0.011867,0.017865
-0.063511,-0.537021,0.063237,-0.020430,0.007174,0.028515
-0.066467,-0.527449,0.061061,-0.019025,0.000621,0.038181
-0.067122,-0.514692,0.059786,-0.019693,-0.007293,0.045364
-,-,-,-,-,-
-0.000577,-0.008199,0.001197,-0.000933,-0.000495,0.000791
