-0-,-,-,-,-,-
-0.435461,-0.005456,-0.190581,-0.022439,0.000130,-0.005600
-0.435780,-0.005332,-0.189822,-0.022465,0.000604,-0.005614
-0.436417,-0.005216,-0.189469,-0.022481,0.000583,-0.005656
-0.437000,-0.005100,-0.189568,-0.022477,0.000287,-0.005670
-0.437298,-0.005057,-0.189732,-0.022442,0.000201,-0.005666
-0.437259,-0.005076,-0.189729,-0.022369,0.000509,-0.005670
-0.437016,-0.005161,-0.189714,-0.022289,0.001043,-0.005666
-0.436831,-0.005409,-0.189915,-0.022249,0.001519,-0.005643
-0.436775,-0.005753,-0.190266,-0.022252,0.001615,-0.005616
-0.436743,-0.006016,-0.190446,-0.022275,0.001175,-0.005585
-0.436679,-0.006216,-0.190325,-0.022313,0.000503,-0.005539
-0.436518,-0.006436,-0.190094,-0.022355,0.000165,-0.005494
-0.436184,-0.006681,-0.189975,-0.022385,0.000344,-0.005463
-0.435766,-0.006860,-0.190043,-0.022413,0.000575,-0.005409
-0.435539,-0.006806,-0.190203,-0.022451,0.000233,-0.005309
-0.435685,-0.006558,-0.190193,-0.022470,-0.000896,-0.005204
-0.436073,-0.006306,-0.189907,-0.022434,-0.002623,-0.005168
-0.436379,-0.006063,-0.189638,-0.022347,-0.004655,-0.005230
-0.436437,-0.005849,-0.189633,-0.022257,-0.006630,-0.005344
-0.436369,-0.005831,-0.189766,-0.022217,-0.008049,-0.005459
-0.436295,-0.005962,-0.189840,-0.022241,-0.008383,-0.005562
-0.436194,-0.005972,-0.189785,-0.022307,-0.007313,-0.005649
-0.436072,-0.005772,-0.189691,-0.022374,-0.004995,-0.005701
-0.435975,-0.005537,-0.189717,-0.022418,-0.002159,-0.005701
-0.435992,-0.005490,-0.189813,-0.022429,0.000250,-0.005643
-0.436257,-0.005673,-0.189867,-0.022404,0.001635,-0.005551
-0.436780,-0.005943,-0.189844,-0.022359,0.001975,-0.005467
-0.437406,-0.006148,-0.189593,-0.022314,0.001757,-0.005424
-0.437893,-0.006256,-0.189007,-0.022278,0.001685,-0.005465
-0.438046,-0.006313,-0.188280,-0.022252,0.002138,-0.005597
-0.437836,-0.006339,-0.187911,-0.022233,0.003032,-0.005739
-0.437340,-0.006348,-0.188342,-0.022219,0.004124,-0.005803
-0.436638,-0.006327,-0.189469,-0.022204,0.005219,-0.005785
-0.435941,-0.006295,-0.190784,-0.022151,0.006296,-0.005722
-0.435623,-0.006355,-0.191848,-0.022020,0.007418,-0.005614
-0.435841,-0.006481,-0.192383,-0.021780,0.008472,-0.005426
-0.436256,-0.006479,-0.192291,-0.021417,0.009203,-0.005142
-0.436422,-0.006207,-0.191807,-0.020993,0.009444,-0.004819
-0.436283,-0.005732,-0.191266,-0.020643,0.009172,-0.004569
